Country Name,year,Agricultural land (% of land area),Agricultural water withdrawal as % of total renewable water resources,"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)",Fertilizer consumption (kilograms per hectare of arable land),Forest area (% of land area),Permanent cropland (% of land area)
Africa,1960,,,41.037114192255125,5039079701.95147,,,
Africa,1961,38.32946704365597,,40.11299024261267,5342556327.174843,13.319788909278934,,2.268256263862123
Africa,1962,38.41096280836087,,40.146120381882376,5374348601.485703,14.274207483989736,,2.290588425938648
Africa,1963,38.49999405062139,,40.67923732933174,5750808937.856503,15.763321767621411,,2.307902040600025
Africa,1964,38.61142240838024,,38.59969984219168,6097494802.985632,16.54201623905075,,2.3329439066409794
Africa,1965,38.753538995796696,,36.713013797087534,8359605913.494285,16.29499038749122,,2.3757053744870675
Africa,1966,38.80188866790096,,34.93123290600459,8791882085.993256,13.928465220251685,,2.395184050025464
Africa,1967,38.9485695028766,,34.666379444675314,9215525633.628893,15.573518088984642,,2.4155792092572845
Africa,1968,39.07982178393521,,33.56556491055527,9469989032.923368,15.310819434605058,,2.426917243334025
Africa,1969,39.283135553653885,,32.736498679763216,10116544320.37947,16.248688362332018,,2.4635479779393727
Africa,1970,39.30692366312338,0.238623646,33.509945566036414,11169345453.356129,17.937052010631085,,2.522908337426639
Africa,1971,39.39214875660065,0.2533330175,32.852359033222065,12199307719.049942,19.14136260236983,,2.561324901964809
Africa,1972,39.54693422249801,0.2680423885,33.69370398367386,13738770355.36611,21.58957449085364,,2.591988519951548
Africa,1973,39.694639182899074,0.28275176,33.90848043997964,17069410765.389978,19.06669748612898,,2.6446861030647675
Africa,1974,39.84968665430405,3.552239324666667,32.391562716376455,19977239878.545097,19.34774453862321,,2.6777066155079376
Africa,1975,39.78698651454048,3.562045572,32.46864954430464,22627700561.9926,19.54742985334934,,2.7231767367681807
Africa,1976,39.96243086422931,3.699798110666667,31.27993268002293,23733033077.82513,48.39734109110874,,2.7513409085791807
Africa,1977,40.05588992261146,3.8375506493333336,31.84306326799246,27222877138.564934,50.48869586767707,,2.8016665782049475
Africa,1978,40.224018821201724,3.975303188,30.67947833774945,29804153200.759872,55.8869102382824,,2.868498296615687
Africa,1979,40.1899958106676,4.113055726333333,29.92409536538173,32769566767.871605,66.17313513448677,,2.874698251557567
Africa,1980,40.14517063541076,8.521100570166666,27.86000834458068,35797127251.78503,51.52021202303391,,2.8926701717349026
Africa,1981,40.27148156837955,9.024520070166666,27.76483727202629,59864226933.53002,28.38034806153299,,2.949776346633919
Africa,1982,40.3792026247256,9.527939570166666,26.93735117547925,57380971445.25935,48.61776631765151,,2.93962837122915
Africa,1983,40.46001934886665,10.031359070333332,26.276999820477783,51368217985.7515,38.80693007787138,,2.9879588869114064
Africa,1984,40.580343722584445,9.713998418285714,25.752032976694863,50177762992.42159,27.035177832833643,,3.032175229960042
Africa,1985,40.77386106540349,29.686854891583334,26.425956909309125,51841389515.777374,28.73890499167893,,3.0792204629426383
Africa,1986,40.927656643960624,35.28088944541667,25.98657458916204,55249463591.51378,31.12611670355668,,3.109379656000586
Africa,1987,41.03072438451429,17.55471624003448,26.66983509539462,62471087168.707886,32.24464524322373,,3.1748246781701583
Africa,1988,41.12785860182592,19.329716606633333,27.12854634977656,66470360442.9862,29.636626946714745,,3.195820504681916
Africa,1989,41.10178113433328,21.65115660896667,26.305982721456267,67078640353.05295,29.20398431196194,,3.188489990558946
Africa,1990,41.15708207244542,23.341988162666667,25.469334321414944,79488987103.75412,28.432253124929566,33.05136430858825,3.157312211524531
Africa,1991,41.27773545391606,22.55328106275676,24.786505646277632,87575406794.31926,29.10429481025361,32.90224496322975,3.1169942065131453
Africa,1992,41.34907955850868,21.29254560917949,24.24399215679444,67560242048.52309,27.17340221925511,32.75312561787125,3.128753442546377
Africa,1993,41.90130886303454,21.081441337179488,24.57187688811248,69008240285.53873,27.84065923021486,31.93332086370705,3.107046582210496
Africa,1994,41.88162108756324,20.46562146255,24.512519778744338,76835649278.57416,25.84324015020795,31.78793135607941,3.100586592148006
Africa,1995,42.088800591737474,20.267243793575,24.29197655795872,100143911222.98862,28.40357326468752,31.64254186082997,3.1129987493412874
Africa,1996,42.27641168629832,20.0917285055,24.434147336655112,119979735947.95486,30.11787708723408,31.49715235320233,3.164807052339241
Africa,1997,42.44285021451413,19.91371715415,23.90619991413791,127819547051.8872,28.823198210386465,31.35176284557468,3.179633792590614
Africa,1998,42.64764740949795,19.73570580265,24.39476959684795,135153825701.73102,28.303760809553783,31.20637333794704,3.2835729050879574
Africa,1999,43.0269873116458,19.09023035897561,23.11472122942232,92126422055.54218,28.892119516715663,31.0609838303194,3.401493992206416
Africa,2000,43.21339152576275,18.1493202895814,22.5600112190617,91638766301.25902,30.592858095353105,30.91559432269175,3.479319520590117
Africa,2001,43.4321718391334,18.656934226860468,22.18205492507547,93481319214.22786,28.583722407489297,30.77493972152253,3.4745327234812104
Africa,2002,43.62303787423654,18.76275713059091,21.664953580511696,113284530394.27808,31.168753547207743,30.6342851203533,3.5016474320858384
Africa,2003,43.83838577812216,19.136428245977275,21.23984408744048,124624969045.97514,28.65778922809061,30.49363051918408,3.5284641678429165
Africa,2004,43.64743982018562,19.473553885954544,20.684909113362423,134079799426.54443,32.004917506602446,30.278238639727263,3.580944263805598
Africa,2005,43.85315920261556,19.82740840315909,20.831496490226456,153010059303.16724,33.59392789748422,30.137780850632865,3.607717889615536
Africa,2006,43.98671771870989,20.26484649406818,19.635897871660912,181174319307.4365,30.814008158774488,29.997412854635293,3.655988069837398
Africa,2007,44.004523979307926,20.687918135477272,19.157250374832465,214085719582.43167,31.719662302417884,29.85697166593043,3.657730158543608
Africa,2008,44.40748236890718,21.216263085636363,19.036188801945904,261113218877.1157,29.15823247013157,29.71655797988508,3.699229189555307
Africa,2009,44.70166365471535,21.57354592252273,19.591219556513515,263532612405.2196,28.48289266066108,29.57614021567425,3.730224917562202
Africa,2010,44.87889752585839,22.02996626327273,19.030523580562026,283830426759.55115,29.293554272146835,29.434819134309148,3.703618993813441
Africa,2011,45.01588012809607,22.459512104840908,18.24632972526906,301945844782.8964,38.87422522514779,29.306097387132848,3.789967171162042
Africa,2012,45.48980751067038,23.45676476158696,18.443609817289463,320595320512.8554,40.47291647095252,28.49651637519448,3.717264709715644
Africa,2013,45.684699536063576,23.61853249754348,17.559978821144,343484418808.49493,38.94820314051636,28.365300541574022,3.755188338581399
Africa,2014,45.84426012667791,23.79970641197826,17.36520431348989,363778619962.4539,40.14215199925918,28.23406711432367,3.8610260971965737
Africa,2015,46.03376963059023,23.967915586282608,17.555280140233595,346811382124.9629,46.58076574560192,28.102735761870097,3.945555390528411
Africa,2016,46.22005725457707,23.6960301625532,17.62646413063943,325157377904.8516,43.14331719772813,27.96181611670266,3.9500083197855047
Africa,2017,46.40082969350525,23.6310364642766,17.88478906112242,327329694191.08307,48.47034769029224,27.825483552043185,4.016107170021193
Africa,2018,46.62901271569894,23.9055510962766,17.448905452556325,347945431417.56165,43.97840977039772,27.684176528556268,4.116644409211561
Africa,2019,46.67497627593019,24.047521846425536,17.156815777826615,371565708284.0907,50.20774981697369,27.540294926377943,4.1622469460666585
Africa,2020,46.83737780528253,24.254258628382978,18.10105778917864,394164918338.1178,44.131839428845495,27.39741406180271,4.2205313409480985
Africa,2021,47.03332385266263,24.176712911489364,17.751557627085226,418491726217.4252,44.351172111618034,27.253827564464952,4.308676505239135
Africa,2022,47.10698566263649,24.17179909129788,17.681170946286922,450109202255.0701,43.98362476536826,27.110673367781164,4.330730299031665
Africa,2023,,,17.48736385185787,444237088298.889,,,
Asia,1960,,,35.220903443012794,44167953292.41446,,,
Asia,1961,29.800204136382284,,39.034270420408205,49141065429.567314,82.30101743220128,,3.0392470290082154
Asia,1962,29.866961395939065,,37.30804319622019,50033458412.65925,68.45205054153072,,3.0374167041607945
Asia,1963,30.08531218349189,,37.1406819554221,56532920362.19857,62.43598702310335,,3.1071349539004967
Asia,1964,30.19594969473831,,36.23021781736037,63266138892.40205,61.479212837959565,,3.16814737303863
Asia,1965,30.287165294780607,,35.14474488179929,68074014518.20581,65.34782736342908,,3.194799165413207
Asia,1966,30.280470472400044,,34.86092845092593,67567010795.47401,67.82823146147436,,3.197037604717551
Asia,1967,30.399624536789872,,33.46260165376678,72631157396.25667,71.4835149332344,,3.243068143296116
Asia,1968,30.41736927454561,,29.27516763681376,76103358627.88782,88.93351291215768,,3.279805590151612
Asia,1969,30.42122367141015,,28.644630295645968,80969819455.23146,89.16629176997756,,3.296326134321242
Asia,1970,30.51752569958765,70.168539326,27.45868719390464,84163379594.68709,85.93232407141005,,3.2736275081945174
Asia,1971,30.36708230265222,70.08988764,26.42022768831493,86008127065.23138,112.53297843883814,,3.26485606929258
Asia,1972,30.69670041184802,70.011235955,26.97613217397332,92629538327.00854,98.15576052430504,,3.3055218695051085
Asia,1973,31.01138170782336,69.93258427,25.763370974317542,114360435598.87823,103.24625121780709,,3.4670857620768816
Asia,1974,30.73441631216996,69.853932584,24.626422897167792,133397435986.1242,110.11245315849666,,3.43375614958056
Asia,1975,30.36495645124599,32.066378303125,22.23252300569491,145047304118.36862,109.30295581487285,,3.400760544758856
Asia,1976,30.214076924500755,32.441128779625,21.20499340679907,141078671063.8496,120.33006225868004,,3.442767674123617
Asia,1977,30.271972193904496,32.815879256125,20.330083215432257,155754357050.37955,126.76994740872289,,3.457973321612218
Asia,1978,30.333849985043468,33.1906297325,20.34134980323672,162145713932.30084,142.73266461254124,,3.444183208118328
Asia,1979,30.358209560911803,33.565380208875,19.33942516688544,191183448936.40967,185.78877557264724,,3.48141495665932
Asia,1980,30.447096271436703,65.22885511675,19.115432394972583,202134408803.727,169.99205804432145,,3.519293380305317
Asia,1981,30.48462439216555,68.18688625416667,18.85306691673517,215617052974.8618,165.86586822871894,,3.4475437897774723
Asia,1982,30.6423977331983,71.14491739158332,18.65011153537368,223632521403.3029,172.4897718892201,,3.526243988949026
Asia,1983,30.64680751811404,74.10294852883332,18.75776922581036,257607757234.70987,179.95825525809835,,3.555974752828099
Asia,1984,30.834535833056982,77.06097966624999,18.85579595622561,266861166352.7568,197.96652824666725,,3.5841289716397378
Asia,1985,30.987215361904987,80.00140653366667,18.7481016067913,278106059699.5673,204.68177553602388,,3.592134859611037
Asia,1986,31.11694222230174,83.06420005058334,19.60115153955537,293622322526.9094,219.69237950504987,,3.617163565187851
Asia,1987,31.41688821802069,71.45490809779999,19.66771623395389,297401903637.11145,198.41040676463265,,3.681640997456024
Asia,1988,31.599471354045686,73.60800195653333,20.42232836640145,321614784282.49426,219.26461128035524,,3.65398322737459
Asia,1989,31.67130004737576,75.76109581566668,20.8201138511195,327916220532.06195,304.0285378361422,,3.699089050925501
Asia,1990,31.716207498270013,68.82717777247369,21.061953754824245,365989713560.21313,338.8138683053661,25.626273293222805,3.7549083512620207
Asia,1991,31.74848427248025,71.4534739471,21.122396195627644,337342559349.3592,332.7807504019229,25.58843981920996,3.752365314036841
Asia,1992,35.677361070795804,93.13332222173914,21.254969495332176,351526946450.1538,305.45501757811166,23.07065658519836,3.414644042465921
Asia,1993,35.70696339326269,144.73649551637038,19.549014669424096,338383771565.49365,296.7538427631308,23.043014573036075,3.421928126340216
Asia,1994,35.71649480595307,147.6776661102258,19.337200620891743,477509792542.4221,277.1710486983329,23.21707349703543,3.461408128654202
Asia,1995,35.83915863987024,144.07836793045453,17.92347214819409,539047594573.2939,276.42429826928486,23.19021829489054,3.457676698401308
Asia,1996,35.95936792898688,151.1955090741818,17.79676777861017,574803732830.1626,237.7400554617029,23.163761843133408,3.4781235360800955
Asia,1997,36.2092015329497,158.28833279815152,17.13504344388099,554253690331.2574,214.38184129921385,23.13690294209465,3.4938867984147404
Asia,1998,36.372190891950815,165.22315953566664,16.58967175734815,531741341987.0143,280.5949119328529,23.110423667405367,3.5047240873202194
Asia,1999,36.35659379548581,172.2972820400606,15.9085100489981,549519737780.4439,269.7831796539172,23.08474418892013,3.5668011512996887
Asia,2000,36.57033809419463,174.56179386108823,15.081328910262664,561716097804.6091,232.339898145556,23.04646520411096,3.6860433386964906
Asia,2001,36.72570433648904,181.68672182867647,14.6806704434189,542585964455.4304,217.19334501109347,23.042583916929782,3.785229847587472
Asia,2002,36.974344349193366,189.24355092091176,14.662134620010624,560981817027.3325,175.71563323849966,23.039522791475328,3.930642293809124
Asia,2003,36.826870391106674,195.98626632555883,13.971059937650244,612971818356.7489,172.3386175937185,23.03037964895713,3.964789033065777
Asia,2004,36.690236569073086,204.88256903623528,13.107444924623094,695794905862.7087,194.79929234146368,23.0912763922085,3.8847250291178734
Asia,2005,36.54262724278649,213.2393693732941,12.610424688038032,745538136586.9594,193.409156330536,23.08367027892434,3.785271343980348
Asia,2006,36.50455014543471,202.65756273847225,11.783940721443908,814091701752.5253,213.1396158528635,23.079369548562752,3.67710214748929
Asia,2007,36.4434165440109,197.22934556945947,11.44187605796944,985706315985.0125,220.5808343874364,23.07878391141483,3.728303714346513
Asia,2008,36.31551503718739,186.52018107830767,10.983026137252962,1149627497597.6265,224.98938700177965,23.07381383952169,3.759695413741116
Asia,2009,36.16188529560396,186.2589902812052,10.995417357333384,1207837045680.0264,177.5411358663822,23.07342755821632,3.675516160720852
Asia,2010,35.79546729555611,186.79301053230768,10.6358456271218,1441502091153.0496,230.09064661534703,23.068651180851017,3.522461575686349
Asia,2011,35.8681153664291,187.38350663558973,10.471665845472597,1670445774309.6038,217.84108510509245,23.027456584834788,3.606253797067551
Asia,2012,35.91347743088088,188.1223247174872,10.539853521326862,1778871665110.7273,231.71933479721488,22.98418159564934,3.654392746273889
Asia,2013,35.99735018482399,189.79270726635897,10.39995526633879,1860754298312.844,234.65464416097475,22.94356094820777,3.7266474170660016
Asia,2014,36.07045176815232,191.7227842363846,10.33557309840652,1932685697398.9111,244.61704385848088,22.90180392895505,3.797254301936132
Asia,2015,36.26591446507199,190.85748698635896,10.30588320334155,1931005991489.2,235.21483517212388,22.869371761235467,3.922202438516148
Asia,2016,36.275064425707846,195.99250638766668,10.252094421750268,1962597814240.6853,226.65029799024407,22.826632567633343,3.951792563473137
Asia,2017,36.40554778894722,198.73271903915384,10.05923746464859,2062706991769.079,226.4665352180517,22.782919409379858,3.995974228924748
Asia,2018,36.41986829997058,205.32911487310253,9.724045803226112,2112443945651.1863,227.76084846655297,22.75294832386432,4.034594184015227
Asia,2019,36.66649346194292,204.2149448835641,9.261215702845078,2200966516308.7207,218.19626978944063,22.72157510560138,4.110614779044605
Asia,2020,36.63813223588148,202.6040430003333,9.898616868264329,2342020048556.9736,248.99400090426388,22.691245454938283,4.093856528558849
Asia,2021,36.51685554855485,201.32060345641025,9.861824913522936,2613427360025.017,250.256528832029,22.653938281711373,4.020725765061237
Asia,2022,37.588551021247,204.6524068694359,9.547004333218696,2666818142361.6006,202.8115489097295,23.44891139001492,3.9184850272687046
Asia,2023,,,8.860084178052574,2595664308583.844,,,
Europe,1960,,,9.86965750039441,6095192439.27564,,,
Europe,1961,52.13588555126069,,8.52624373687129,5696093205.11112,128.34471638358798,,2.611061977320228
Europe,1962,51.975001733096576,,9.23619230083179,6916854671.99583,139.32393871953903,,2.622845663158001
Europe,1963,51.72462465354547,,8.30741680317877,6974673054.49924,151.15799100980598,,2.6607205029006344
Europe,1964,51.50875753798714,,7.52258737212332,7001965956.43147,159.93739664805034,,2.6881598398715014
Europe,1965,51.24659580548775,,7.34294369176572,7381314972.15462,167.02293832017412,,2.705061922846863
Europe,1966,51.23106321441026,,6.92871309549677,8606329563.936913,177.68396495528972,,2.742560693512228
Europe,1967,51.223137231568906,,6.450513076662229,9166158646.182232,198.9702621192786,,2.764026689485514
Europe,1968,51.15262108257495,,6.1603662590567705,9612542519.36073,211.25856436730544,,2.7688136468842
Europe,1969,51.13956819697327,,5.853566015812301,11635880946.099012,224.86934044905087,,2.7999023897735027
Europe,1970,50.81769111385852,3.171146276125,5.486135241325238,12617605681.969349,237.7236439430547,,2.8345337897604024
Europe,1971,50.31226396670253,3.350079111875,5.313596941831812,13173586374.945848,246.73027921815964,,2.838160566817373
Europe,1972,50.20779928782175,3.5290119475000004,5.439863635385204,17406470371.8462,260.43304840637734,,2.850505973709162
Europe,1973,50.005973768527255,3.70794478325,5.458452530920249,22746361370.93645,275.8936343885796,,2.874380753645468
Europe,1974,49.89451739308569,3.886877619125,5.039563732262704,20969410485.6065,252.6920745248501,,2.9028494949211714
Europe,1975,49.65206571350403,4.06581045475,5.487864287871914,26640772111.068443,267.71291905328394,,2.919343498318024
Europe,1976,49.60847908649138,4.079784048125,5.369920826165854,29331149138.37672,275.3303933824425,,2.945781498447474
Europe,1977,49.74633836552845,4.093757641375,5.072722964646482,30683661502.767384,291.4695547393651,,2.94209431239671
Europe,1978,49.76195819030752,4.107731234625001,4.764744545337384,35935615369.224174,308.59513790222525,,2.938189138688658
Europe,1979,49.72685475043448,4.121704827875,4.468395393830919,41769473778.6749,309.8219577672707,,2.912918239576125
Europe,1980,49.58470366696544,3.197943719909091,5.545181110108863,53115924323.5076,299.66674326230014,,2.9084651583171013
Europe,1981,49.52684005420924,3.308295408454545,5.72849103066278,47750932042.79091,296.50553940464835,,2.900010018881699
Europe,1982,49.49813378945567,3.418647097,5.883238089791898,48887956568.80678,302.7535470429838,,2.8926836154569764
Europe,1983,49.2835765958564,3.528998785636364,5.391332250529624,42516812807.96311,319.708790414014,,2.9102165651715466
Europe,1984,49.3163906305369,3.639350474090909,5.5864988425790845,40852991927.98785,315.44491041675013,,2.901728018240475
Europe,1985,49.26799634733945,3.749702162636364,4.967211489492993,40549760592.72225,305.8714424875674,,2.889072811736761
Europe,1986,48.9840258222147,5.519515613333333,5.02630937337719,54482761686.29461,316.1672784800645,,2.86860148756835
Europe,1987,48.95272553617888,5.406288549083333,6.2707066258582405,76520392756.69452,307.5217490582695,,2.853926424608232
Europe,1988,48.945528739761095,5.990272717615384,6.011026611265725,79687037884.37488,313.7280324634443,,2.8491301936302795
Europe,1989,48.812365738553794,5.795062337307693,7.084416947825528,166437874768.68747,310.0996169536086,,2.852154874768412
Europe,1990,48.49320151234669,4.9021554463125,8.503716296858409,253751517237.34216,290.66986494974884,24.145679717927173,2.849520878206133
Europe,1991,48.15345763542499,4.6237526064444445,7.7347152803677695,253114932657.8028,262.87450529165096,24.22504474879869,2.8211574010836054
Europe,1992,47.271547177762926,4.39681270805,7.060805932056732,213843489158.37103,214.35775526803693,28.13632132477353,2.682649244527614
Europe,1993,47.35251668687183,4.187339312523809,6.366630183238089,189052719765.4901,192.2769493071065,28.62603620107772,2.5353322963532268
Europe,1994,47.110270416580455,3.973802211090909,7.280112937320245,184263824051.1726,203.0426896693482,28.703686421063995,2.498376319032736
Europe,1995,46.67027862447972,3.5530950878214287,6.740389564283194,273771813693.16385,192.18406574527071,28.781385114109465,2.451569000075507
Europe,1996,46.44823017960128,3.966666610166667,7.324103493266965,276028945476.6759,188.97046916682044,28.857731371484483,2.422214107122468
Europe,1997,46.23670050554671,3.970067821366667,7.04592202814832,252903681875.6412,186.3536936812743,28.93545569015823,2.409963471512984
Europe,1998,46.05102726644408,3.9951858428,6.744278675734675,238295663774.57043,189.14119842306425,29.013669649784653,2.419859810423449
Europe,1999,46.00161190726705,4.0162333269333335,6.314200181697347,221376017962.012,179.0908266984,29.09057461204723,2.409696163336548
Europe,2000,45.48071516731506,3.890567853322581,6.038418022478108,202844087994.6856,175.03806629439862,29.1058991768607,2.2466349719812206
Europe,2001,45.02091309397546,3.7704065878125,5.824674138171454,210318254431.7129,172.4469950043062,29.180383690291595,2.2089748119263395
Europe,2002,44.67624140805165,3.5823877093437497,5.410474398613929,218268545492.5577,172.01837290552783,29.26470475593712,2.153559644787224
Europe,2003,44.45723435657512,3.54504870621875,4.969921821764705,256216287458.23767,175.64476065825534,29.337138073534334,2.15124297915995
Europe,2004,44.10386959411547,3.395691877125,4.90041861711122,296858589584.6456,174.87509065781484,29.41126919558272,2.13225490590815
Europe,2005,44.05786251146504,3.321715452,4.360976882565598,279344432745.678,170.97657064034368,29.486116725441622,2.1492477095963323
Europe,2006,43.60322768400447,3.203838996181818,4.125763468316912,289749005121.208,168.51436219425088,30.133385511109434,2.107196984385856
Europe,2007,43.155529634887294,3.262721209393939,3.807085368045696,346611700972.0772,173.67007997016924,30.24954117911639,2.109080952852871
Europe,2008,43.555378999126496,3.367024802969697,3.7560272843653504,386023878917.97485,157.33191255011644,30.36018268343472,2.100492770725413
Europe,2009,43.279209158063615,3.2697824770909087,3.63844509744491,317048481601.1188,143.69494901136554,30.464385353161287,2.0918686460952656
Europe,2010,43.18214666617791,3.39394607039394,3.913724193111341,335562668925.3143,158.1391381645155,30.5718633026401,2.0711545900338977
Europe,2011,43.05851239610142,3.541730057939394,4.011210602469991,390265332124.15936,159.31107569698318,30.63441105895346,2.057119652285462
Europe,2012,42.82027276096153,4.202209008060606,3.7711974698047306,366173889362.6813,161.3914176995255,30.69669627266506,2.0780905293004173
Europe,2013,42.32908126633156,3.869589120060606,3.931605275602745,390638584970.965,169.78011795737515,30.72854370252396,2.044374959414314
Europe,2014,41.975414081573085,3.856371295212121,4.026299595061806,397188643487.1786,170.7864917088855,30.78678438170468,2.0053581628978363
Europe,2015,42.55100596463674,3.642165334242424,3.8483393515529953,323946517028.10547,173.31151924479678,30.84973614969492,2.1025208008753085
Europe,2016,42.507930743913526,3.6656033316666665,3.7850940607713257,318977964223.4049,175.12995807481337,30.894433361956736,2.102927393713497
Europe,2017,42.48486464613085,3.821079265818182,3.64320546372289,356078676241.2598,323.7172035538945,30.957195702685617,2.113373605134569
Europe,2018,42.4471692911298,3.740855957666666,3.451723388042188,367412494693.1232,423.4714422856324,30.97788983282903,2.065649227071374
Europe,2019,42.56837926081965,3.5171960189393943,3.419352842093843,365158063880.3537,174.29832151747928,30.996457061541545,2.082595401511907
Europe,2020,42.24872702547868,3.541773799030303,3.482395916485624,365740809278.10114,182.73953879116232,31.044915912379448,2.054193281175971
Europe,2021,42.09558197100144,3.467083926454545,3.4383386926183523,420052523096.26776,184.52432496678207,31.064422059199245,2.024813252676078
Europe,2022,42.02387884344285,3.3637258549696964,3.626223402803013,438639529325.0916,150.71668120942846,31.776414909312425,2.0412134990038773
Europe,2023,,,3.443654483874768,440848149742.9715,,,
North America,1960,,,23.28675488157784,411240219.647641,,,
North America,1961,30.54067256736702,,30.56366550180985,252428696.729269,61.156415547182334,,6.57875018572531
North America,1962,30.50171638623031,,30.61170763882929,261007537.48063892,74.10512254518576,,6.58865582519025
North America,1963,30.94692235522973,,22.622874955459185,476281199.530834,79.30385669401629,,6.78403810928784
North America,1964,31.376219671392764,,22.16953801224388,482506266.071187,89.93061663329838,,6.7888730346786215
North America,1965,31.376688282654783,,24.658866978547533,4326034998.113208,85.5982070899873,,6.787043119601437
North America,1966,31.842479225029564,,21.5815500216081,4481241142.16876,97.03532039395138,,6.903414597520247
North America,1967,31.79748410929023,,20.981298713301268,4697666587.879384,110.09442771820504,,6.9651782611439526
North America,1968,31.81767323427589,,20.69075786490031,4877240249.056604,129.50291386914597,,6.970439664374927
North America,1969,31.69664931155763,,20.178406787631488,5128795594.339623,141.7898878041317,,6.998951756410554
North America,1970,31.494567432193072,,18.772801427967305,7113168432.075472,155.92252886726016,,7.013341062048867
North America,1971,31.669188411951563,,18.224467786744103,7751897224.622516,145.29895785810413,,6.946987836708153
North America,1972,31.40044329558945,,17.820115826103983,8324585026.524058,189.00422747655145,,6.972239254250753
North America,1973,31.52364355503312,,17.961417821338728,10400220319.80893,210.34181916182547,,6.993213573384839
North America,1974,31.50484782256299,,17.35266923994442,12958793894.204384,214.90149359944323,,6.983952953850507
North America,1975,31.628966783841243,,16.47418417379527,15158865111.852043,180.896421093109,,6.98243384615422
North America,1976,31.80340353951562,,16.3551753783902,15474338327.42331,236.16280990653172,,7.016510369746612
North America,1977,32.047513235400295,,15.998297749008136,15820768361.16221,238.0721688432644,,7.024514028332377
North America,1978,32.09022713190807,,16.799630080823917,19134116780.966988,230.20377726376933,,7.0314477734820935
North America,1979,32.2363121139288,,16.08153006487806,21841660917.179268,208.0467206044709,,7.187758474290758
North America,1980,32.5863561451835,,14.772768090463664,23337128531.98209,211.46467585277185,,7.379015796767034
North America,1981,32.56267254882642,,14.410791398414377,26923263017.665943,216.392259887246,,7.439793924842096
North America,1982,32.4997545985031,,13.717167515886947,20216130353.127537,202.8919189332112,,7.317351607821262
North America,1983,32.45737784748483,,13.144194511323803,19974026731.97681,214.99222165939264,,7.416096193114734
North America,1984,32.60757089332983,,12.176624715916695,23323387396.910866,240.05815883754752,,7.326675683877199
North America,1985,32.23848167427251,,11.483929231732311,22785388341.707268,200.6509020207774,,7.169580531954198
North America,1986,32.24511448368556,,12.109700185565227,19684197699.29199,210.1035764205424,,7.147363107486969
North America,1987,32.08908992659415,0.082819545,11.323288716943424,19618378995.512817,231.6896040621484,,7.108706599838346
North America,1988,32.11112960673277,0.084353241,13.244582446650384,23403716561.71038,237.0956748201897,,7.064576211899338
North America,1989,32.048915328221526,34.292943468,11.8658425702096,26020599096.022774,307.6932970374374,,7.031871706480366
North America,1990,31.53711124922804,18.35403283925,11.594732336019678,29269463334.50315,261.0952845741363,39.569848459504655,6.850769131987419
North America,1991,31.39403842211248,13.438498126833336,11.137246902431356,32407722617.13113,307.28775103705834,39.50194263179539,6.763259510158808
